Mf af
288.794001 0.803914
292.631403 0.850709
283.334470 0.786915
304.239567 0.842344
302.548069 0.845942
272.861249 0.807428
289.676081 0.779857
295.770475 0.807698
294.281535 0.864455
296.827054 0.832079
290.914726 0.783560
302.643342 0.848896
296.902900 0.817338
290.827194 0.790538
288.446316 0.762363
304.185668 0.803199
296.965839 0.819058
311.740726 0.859692
307.536592 0.851601
296.953189 0.840621
281.044801 0.731832
308.465854 0.843966
300.661486 0.795281
297.697699 0.846760
297.871522 0.837779
307.328359 0.838297
297.059925 0.796867
295.203254 0.790570
281.699733 0.732790
297.711625 0.828971
303.670255 0.855450
296.967814 0.830840
286.485495 0.765636
303.400399 0.843460
289.158052 0.764474
294.162264 0.799888
307.606503 0.865014
287.973640 0.797306
295.709761 0.831633
307.472481 0.835550
291.285119 0.778926
314.042593 0.856513
299.658499 0.836920
310.670687 0.866724
298.456390 0.878779
296.312587 0.817825
304.355608 0.830559
293.436060 0.831186
301.926852 0.821119
311.638218 0.854531
309.332237 0.854850
273.144755 0.653709
304.800193 0.852685
304.768732 0.868727
282.645050 0.755465
277.535931 0.655186
315.355352 0.876963
294.217378 0.847032
305.454908 0.848753
304.402811 0.880278
280.242356 0.745508
301.411457 0.853212
300.393537 0.795373
297.871473 0.826330
296.877749 0.795124
295.091268 0.809065
292.319827 0.788451
294.721567 0.821549
293.997893 0.758913
300.866405 0.824539
310.201113 0.865497
277.976329 0.731261
286.763479 0.709010
299.533188 0.828808
294.809084 0.805696
300.211987 0.820926
281.359653 0.688316
298.740487 0.840893
294.304008 0.782051
301.115463 0.850216
295.140903 0.811194
297.836590 0.853575
297.236606 0.811713
302.126729 0.807762
301.359785 0.834318
296.515138 0.831264
302.424716 0.816770
309.886389 0.850339
292.380087 0.780017
303.824661 0.800703
279.389586 0.695423
306.921320 0.841592
302.343510 0.822241
289.548222 0.747645
307.702021 0.833600
296.572973 0.842936
286.119087 0.748404
294.926541 0.805319
306.346880 0.826464
300.287386 0.842656
298.144127 0.840591
295.110117 0.811895
263.545263 0.623506
283.454588 0.689761
265.047290 0.669255
284.599287 0.782683
301.934104 0.828641
296.015985 0.807537
306.200688 0.846566
283.020559 0.700076
292.830425 0.796765
297.885829 0.810471
294.934410 0.814821
293.900286 0.799321
299.585175 0.846827
304.925985 0.843134
263.314209 0.616072
313.426091 0.883889
275.557483 0.703295
304.865952 0.850548
304.826983 0.823913
308.892208 0.815513
290.294224 0.787893
293.585273 0.742365
289.798002 0.804493
309.419401 0.809605
296.473281 0.823527
311.313201 0.864052
289.440920 0.824292
271.835943 0.702777
305.737778 0.822103
287.161881 0.783359
299.240470 0.810880
310.437720 0.860195
290.382821 0.700168
291.450580 0.804384
302.249550 0.855384
