Mf af
277.152697 0.779249
265.511332 0.736949
235.269766 0.646217
283.057850 0.819245
235.078769 0.662794
269.602326 0.759645
251.135385 0.668492
283.224813 0.775162
248.919532 0.695104
262.072332 0.669064
244.093770 0.678908
259.447052 0.709505
281.431334 0.837193
268.229455 0.752873
255.752983 0.653171
260.496224 0.720252
259.450958 0.799425
242.889346 0.651273
273.644224 0.770050
261.582555 0.730449
264.600234 0.728661
245.499560 0.711426
244.138383 0.691924
259.195771 0.761341
262.962955 0.757743
250.948638 0.715360
239.173864 0.636731
247.132992 0.654389
241.929005 0.660793
245.377904 0.678277
281.765587 0.817648
244.586700 0.703636
271.579268 0.780618
279.609159 0.763541
258.236638 0.703558
241.969368 0.725746
292.303699 0.773011
240.247718 0.669119
243.721146 0.613057
275.286627 0.768271
284.071617 0.848559
265.285823 0.770777
255.071883 0.659070
240.074241 0.638623
271.704866 0.741922
263.883797 0.771894
281.247130 0.773747
261.489537 0.704144
233.486588 0.621748
236.231724 0.684735
249.370205 0.693882
249.450974 0.682126
248.709099 0.694791
269.334915 0.780425
266.184790 0.779763
283.120236 0.818094
269.924868 0.753976
258.982081 0.759394
257.791483 0.716224
265.809487 0.662187
253.611585 0.707399
270.261818 0.747368
286.334850 0.823469
251.993356 0.697804
244.169107 0.694405
271.048389 0.702712
278.253384 0.766866
268.069381 0.726648
265.305706 0.730252
242.859524 0.602260
293.822006 0.828748
232.751939 0.574039
243.080698 0.688649
260.706011 0.692891
241.592930 0.639962
240.284732 0.661130
242.150740 0.624765
291.798816 0.815394
241.546889 0.676535
270.151959 0.764414
303.926841 0.842864
260.430095 0.677850
277.950619 0.805347
248.615957 0.670291
276.159897 0.725266
282.814598 0.797012
235.367328 0.610189
259.756336 0.711383
241.789044 0.614083
223.392060 0.577579
250.722675 0.725611
231.133797 0.619551
243.510092 0.624962
262.515237 0.766494
226.961538 0.608077
255.491493 0.765318
262.471534 0.774560
240.935115 0.672809
255.202840 0.683976
247.753293 0.669484
276.655497 0.829551
257.923263 0.730042
261.793496 0.735988
238.890892 0.694204
284.222349 0.805654
252.798939 0.706805
258.774309 0.733510
265.603174 0.701361
234.193853 0.663132
249.610704 0.725469
276.090837 0.764552
226.358447 0.609358
235.232216 0.561818
228.809479 0.620093
278.366709 0.794472
267.626360 0.764743
236.676776 0.661604
250.659802 0.659956
244.462697 0.695775
257.381813 0.705355
230.743079 0.693450
254.902577 0.722037
253.197452 0.739570
263.692439 0.819473
253.699667 0.733700
231.509549 0.535133
272.107990 0.732209
